1,1,0.35000,0.00800,0.08200,0.03400,0.577881
1,2,0.31900,0.00700,0.07600,0.03400,0.539795
1,3,0.33500,0.00900,0.07200,0.03500,0.573975
1,4,0.33300,0.00900,0.07400,0.03500,0.567871
1,5,0.33300,0.00800,0.07300,0.03800,0.561035
1,6,0.32600,0.00800,0.07000,0.03300,0.545166
1,7,0.44700,0.01100,0.09800,0.05100,0.739014
1,8,0.31300,0.00700,0.06700,0.03200,0.535889
1,9,0.33800,0.00800,0.07000,0.04300,0.557861
1,10,0.31600,0.00900,0.06900,0.03200,0.535889
1,11,0.44600,0.01000,0.09900,0.04800,0.767090
1,12,0.36300,0.00800,0.07100,0.03500,0.583984
1,13,0.33100,0.00900,0.08000,0.03400,0.552979
1,14,0.31500,0.00800,0.06900,0.03100,0.537109
1,15,0.31600,0.00700,0.06800,0.03300,0.537842
1,16,0.32100,0.00800,0.07100,0.03300,0.540039
1,17,0.45500,0.01100,0.10900,0.04600,0.765137
1,18,0.31700,0.00800,0.06800,0.03400,0.541016
1,19,0.33600,0.00800,0.07200,0.03400,0.566895
1,20,0.44400,0.01100,0.09800,0.04400,0.751953
1,21,0.31300,0.00700,0.07000,0.03100,0.535156
1,22,0.34700,0.00800,0.08800,0.03500,0.566895
1,23,0.35200,0.00900,0.07400,0.03300,0.583008
1,24,0.31600,0.00800,0.06700,0.03200,0.538818
1,25,0.31400,0.00700,0.06800,0.03100,0.533936
1,26,0.34200,0.00800,0.07000,0.03300,0.561035
1,27,0.31300,0.00700,0.07000,0.03200,0.533936
1,28,0.44300,0.01000,0.09800,0.04600,0.756104
1,29,0.31800,0.00800,0.07000,0.03500,0.537109
1,30,0.32800,0.00800,0.07000,0.03300,0.548096
2,1,0.24850,0.00550,0.06550,0.03250,0.903809
2,2,0.24950,0.00550,0.06900,0.03050,0.908936
2,3,0.25150,0.00600,0.06950,0.03050,0.913086
2,4,0.24850,0.00600,0.06650,0.03200,0.904053
2,5,0.26300,0.00550,0.07350,0.03300,0.936035
2,6,0.35300,0.00800,0.09450,0.04700,1.288818
2,7,0.29250,0.00650,0.07800,0.03900,1.063965
2,8,0.25500,0.01000,0.06650,0.03200,0.916016
2,9,0.35200,0.00800,0.09700,0.04500,1.282959
2,10,0.24700,0.00550,0.06600,0.03100,0.904053
2,11,0.25200,0.00550,0.06950,0.03200,0.911133
2,12,0.26650,0.00600,0.07150,0.03400,0.968018
2,13,0.29050,0.00650,0.07300,0.04150,1.031982
2,14,0.25150,0.00600,0.06950,0.03250,0.912842
2,15,0.25000,0.00550,0.06800,0.03100,0.911133
2,16,0.25200,0.00600,0.06850,0.03100,0.911865
2,17,0.25850,0.00500,0.07050,0.03400,0.939941
2,18,0.33300,0.00700,0.09050,0.04100,1.193848
2,19,0.24950,0.00600,0.06700,0.03200,0.904053
2,20,0.25100,0.00550,0.06600,0.03100,0.908203
2,21,0.26800,0.00650,0.07250,0.03400,0.972900
2,22,0.26400,0.00600,0.06950,0.03250,0.955078
2,23,0.24950,0.00600,0.06750,0.03200,0.926025
2,24,0.26850,0.00550,0.07450,0.03650,0.949951
2,25,0.24950,0.00600,0.06700,0.03100,0.910889
2,26,0.33250,0.00700,0.08700,0.04350,1.213867
2,27,0.28850,0.01050,0.07100,0.03250,1.010010
2,28,0.24950,0.00550,0.06800,0.03200,0.906982
2,29,0.24800,0.00550,0.06600,0.03150,0.907959
2,30,0.27100,0.00550,0.07550,0.03900,0.989990
3,1,0.22967,0.00467,0.06767,0.03133,1.291016
3,2,0.21900,0.00467,0.06633,0.03133,1.258057
3,3,0.28533,0.00633,0.08467,0.03867,1.597900
3,4,0.22100,0.00533,0.06667,0.03267,1.268066
3,5,0.22200,0.00500,0.06800,0.03167,1.270996
3,6,0.22700,0.00467,0.06800,0.03133,1.284180
3,7,0.31467,0.00667,0.09733,0.04533,1.807861
3,8,0.23000,0.00500,0.06967,0.03500,1.285889
3,9,0.23800,0.00533,0.07333,0.03567,1.354980
3,10,0.22067,0.00500,0.06700,0.03167,1.260986
3,11,0.26733,0.00533,0.08567,0.03667,1.507080
3,12,0.23067,0.00533,0.06967,0.03067,1.313965
3,13,0.22067,0.00467,0.06533,0.03200,1.263916
3,14,0.22100,0.00500,0.06767,0.03067,1.277100
3,15,0.28833,0.00633,0.08733,0.03967,1.613037
3,16,0.22000,0.00433,0.06633,0.03200,1.251953
3,17,0.23367,0.00500,0.06733,0.03200,1.299072
3,18,0.24600,0.00500,0.07467,0.03667,1.362061
3,19,0.31067,0.00567,0.08733,0.04033,1.718018
3,20,0.22567,0.00500,0.06833,0.03233,1.291016
3,21,0.21967,0.00467,0.06567,0.03167,1.257080
3,22,0.29333,0.00667,0.08933,0.03800,1.635010
3,23,0.22033,0.00467,0.06667,0.03133,1.258789
3,24,0.22533,0.00467,0.07067,0.03100,1.282227
3,25,0.31733,0.00667,0.09700,0.04567,1.809082
3,26,0.23133,0.00467,0.06533,0.03633,1.309082
3,27,0.23600,0.00500,0.07100,0.03433,1.354004
3,28,0.22967,0.00500,0.07000,0.03233,1.333984
3,29,0.22267,0.00467,0.06667,0.03033,1.267090
3,30,0.22133,0.00500,0.06833,0.03067,1.261963
4,1,0.28075,0.00575,0.08675,0.04225,2.103027
4,2,0.21350,0.00425,0.06675,0.03100,1.639160
4,3,0.22125,0.00450,0.06600,0.03075,1.667969
4,4,0.21100,0.00450,0.06550,0.03075,1.636230
4,5,0.27500,0.00600,0.08875,0.03825,2.084961
4,6,0.22125,0.00450,0.06925,0.03250,1.704834
4,7,0.24150,0.00500,0.07225,0.03675,1.797119
4,8,0.21225,0.00450,0.06575,0.03050,1.645020
4,9,0.21275,0.00425,0.06625,0.03075,1.635986
4,10,0.21225,0.00475,0.06650,0.03100,1.634033
4,11,0.27875,0.00550,0.09225,0.04300,2.188965
4,12,0.22225,0.00450,0.07150,0.03225,1.694092
4,13,0.21200,0.00450,0.06700,0.03200,1.634033
4,14,0.21075,0.00450,0.06600,0.03200,1.648926
4,15,0.22125,0.00475,0.06825,0.03275,1.696045
4,16,0.21325,0.00450,0.06575,0.03125,1.639893
4,17,0.26875,0.00550,0.08275,0.03900,2.062988
4,18,0.21375,0.00425,0.06725,0.03150,1.666016
4,19,0.21250,0.00475,0.06775,0.03175,1.662109
4,20,0.30375,0.00600,0.09850,0.04675,2.291992
4,21,0.21500,0.00475,0.06775,0.03075,1.645996
4,22,0.30425,0.00600,0.09800,0.04675,2.302002
4,23,0.21775,0.00425,0.06750,0.03200,1.680908
4,24,0.25050,0.00525,0.07800,0.03750,1.929199
4,25,0.22050,0.00475,0.06775,0.03175,1.708008
4,26,0.20950,0.00450,0.06550,0.03100,1.651123
4,27,0.21850,0.00450,0.06850,0.03200,1.712891
4,28,0.21125,0.00425,0.06700,0.03175,1.635010
4,29,0.30075,0.00625,0.09950,0.04250,2.278809
4,30,0.21975,0.00425,0.07200,0.03200,1.677002
5,1,0.21320,0.00420,0.07380,0.03160,2.101074
5,2,0.22720,0.00440,0.07400,0.03360,2.180908
5,3,0.23600,0.00500,0.07840,0.03540,2.314941
5,4,0.20800,0.00380,0.06780,0.03300,2.032959
5,5,0.21620,0.00540,0.06920,0.03420,2.113037
5,6,0.21160,0.00580,0.06660,0.03200,2.071777
5,7,0.20800,0.00400,0.06760,0.03360,2.027832
5,8,0.27960,0.00560,0.09200,0.04420,2.692139
5,9,0.21280,0.00460,0.06920,0.03220,2.085938
5,10,0.25360,0.00540,0.08300,0.03800,2.440918
5,11,0.20700,0.00420,0.06540,0.03160,2.038086
5,12,0.21040,0.00460,0.06820,0.03220,2.053955
5,13,0.21080,0.00440,0.07040,0.03160,2.057129
5,14,0.21100,0.00420,0.06860,0.03620,2.048096
5,15,0.21280,0.00600,0.07040,0.03340,2.070068
5,16,0.20780,0.00440,0.06780,0.03240,2.058105
5,17,0.21800,0.00400,0.07120,0.03200,2.070068
5,18,0.20740,0.00400,0.07040,0.03120,2.020996
5,19,0.21320,0.00420,0.06960,0.03260,2.112061
5,20,0.21520,0.00460,0.07320,0.03200,2.110107
5,21,0.25640,0.00540,0.08200,0.04000,2.436035
5,22,0.20480,0.00400,0.06680,0.03140,2.031982
5,23,0.25460,0.00520,0.08060,0.03860,2.434814
5,24,0.20880,0.00380,0.06900,0.03140,2.065186
5,25,0.20480,0.00400,0.06880,0.03120,2.043945
5,26,0.25480,0.00500,0.08380,0.03800,2.454834
5,27,0.27180,0.00560,0.09000,0.04280,2.770996
5,28,0.21260,0.00420,0.07220,0.03240,2.088135
5,29,0.20800,0.00420,0.07040,0.03160,2.040039
5,30,0.20720,0.00420,0.06680,0.03080,2.049805
6,1,0.20683,0.00417,0.07017,0.03083,2.442139
6,2,0.20450,0.00400,0.06667,0.03100,2.437988
6,3,0.21967,0.00467,0.07100,0.03283,2.570068
6,4,0.20767,0.00417,0.06700,0.03233,2.479980
6,5,0.20667,0.00417,0.06867,0.03200,2.469971
6,6,0.20367,0.00400,0.06600,0.03300,2.411133
6,7,0.20983,0.00383,0.06833,0.03233,2.471924
6,8,0.21083,0.00417,0.07217,0.03283,2.463867
6,9,0.20067,0.00400,0.06700,0.03100,2.403076
6,10,0.26733,0.00550,0.08900,0.04000,3.126953
6,11,0.25467,0.00517,0.08333,0.03883,2.968994
6,12,0.20633,0.00433,0.06800,0.03117,2.445068
6,13,0.25133,0.00483,0.08217,0.03817,2.953125
6,14,0.22033,0.00417,0.07100,0.03417,2.587158
6,15,0.21450,0.00467,0.07000,0.03350,2.567871
6,16,0.20333,0.00383,0.06867,0.03083,2.457031
6,17,0.20933,0.00417,0.06883,0.03283,2.485840
6,18,0.20300,0.00433,0.06650,0.03150,2.406982
6,19,0.24850,0.00500,0.08083,0.03717,2.894043
6,20,0.20983,0.00400,0.07167,0.03117,2.463135
6,21,0.27550,0.00567,0.08617,0.04050,3.187012
6,22,0.20883,0.00417,0.06750,0.03467,2.488037
6,23,0.20900,0.00400,0.07017,0.03300,2.458984
6,24,0.27100,0.00533,0.09167,0.04250,3.141846
6,25,0.20367,0.00450,0.06600,0.03333,2.406006
6,26,0.20450,0.00417,0.06733,0.03267,2.410889
6,27,0.26983,0.00517,0.08950,0.04117,3.144043
6,28,0.20400,0.00400,0.06933,0.03067,2.407959
6,29,0.21483,0.00417,0.07400,0.03267,2.535889
6,30,0.20850,0.00383,0.06900,0.03167,2.451904
7,1,0.20043,0.00400,0.06843,0.03129,2.822021
7,2,0.20071,0.00400,0.06786,0.03157,2.849121
7,3,0.24386,0.00500,0.08086,0.03757,3.374023
7,4,0.20386,0.00414,0.06943,0.03200,2.811035
7,5,0.20257,0.00400,0.07000,0.03171,2.798096
7,6,0.24314,0.00471,0.08000,0.03771,3.351074
7,7,0.20757,0.00371,0.07114,0.03329,2.901855
7,8,0.20343,0.00371,0.06871,0.03371,2.837158
7,9,0.20029,0.00414,0.06829,0.03071,2.798828
7,10,0.25029,0.00486,0.08286,0.03800,3.457031
7,11,0.20300,0.00400,0.06929,0.03171,2.835938
7,12,0.20414,0.00414,0.07014,0.03114,2.792969
7,13,0.24486,0.00486,0.08243,0.03700,3.375000
7,14,0.20143,0.00386,0.06814,0.03186,2.783936
7,15,0.21300,0.00443,0.07186,0.03300,2.957031
7,16,0.20486,0.00414,0.06986,0.03271,2.844971
7,17,0.24229,0.00571,0.08014,0.03771,3.338135
7,18,0.20000,0.00386,0.06671,0.03071,2.791992
7,19,0.20443,0.00371,0.06771,0.03371,2.821045
7,20,0.20471,0.00414,0.06986,0.03186,2.868896
7,21,0.24143,0.00500,0.08157,0.03786,3.342773
7,22,0.20571,0.00386,0.06814,0.03200,2.848877
7,23,0.20743,0.00400,0.06914,0.03200,2.869141
7,24,0.23486,0.00543,0.07471,0.03343,3.185791
7,25,0.20029,0.00357,0.06843,0.03100,2.801025
7,26,0.24343,0.00471,0.08086,0.03771,3.358887
7,27,0.20257,0.00371,0.06600,0.03214,2.791016
7,28,0.24700,0.00500,0.08314,0.03814,3.378906
7,29,0.20157,0.00400,0.06743,0.03371,2.821045
7,30,0.20057,0.00400,0.06886,0.03100,2.793945
8,1,0.30400,0.00600,0.09925,0.06275,4.617920
8,2,0.20525,0.00425,0.07000,0.03250,3.283936
8,3,0.25412,0.00488,0.08550,0.03963,3.985840
8,4,0.20038,0.00388,0.06788,0.03350,3.203125
8,5,0.19825,0.00425,0.06863,0.03063,3.143066
8,6,0.24525,0.00500,0.08363,0.03750,3.828857
8,7,0.20325,0.00438,0.06913,0.03175,3.229980
8,8,0.23738,0.00463,0.07987,0.03625,3.733887
8,9,0.21013,0.00425,0.06863,0.03313,3.343994
8,10,0.20675,0.00413,0.06900,0.03263,3.316895
8,11,0.20388,0.00400,0.07075,0.03175,3.208008
8,12,0.24175,0.00475,0.08138,0.03725,3.804199
8,13,0.20100,0.00388,0.06725,0.03263,3.208008
8,14,0.24213,0.00475,0.08050,0.03725,3.751953
8,15,0.20350,0.00388,0.06800,0.03388,3.232910
8,16,0.23825,0.00475,0.07838,0.03687,3.744141
8,17,0.20338,0.00400,0.06925,0.03200,3.259033
